arquivo;timestamp;regra;evidencia;confianca
DOC_0253.txt;2026-04-22 01:03:18;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0254.txt;2026-04-22 01:03:20;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0255.txt;2026-04-22 01:03:28;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0256.txt;2026-04-22 01:03:30;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0256.txt;2026-04-22 01:03:30;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0258.txt;2026-04-22 01:03:40;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0258.txt;2026-04-22 01:03:40;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0259.txt;2026-04-22 01:03:43;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0260.txt;2026-04-22 01:03:50;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0260.txt;2026-04-22 01:03:50;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0261.txt;2026-04-22 01:03:52;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0262.txt;2026-04-22 01:03:55;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0262.txt;2026-04-22 01:03:55;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0263.txt;2026-04-22 01:04:02;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0264.txt;2026-04-22 01:04:05;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0265.txt;2026-04-22 01:04:07;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0266.txt;2026-04-22 01:04:15;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0267.txt;2026-04-22 01:04:17;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0268.txt;2026-04-22 01:04:25;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0269.txt;2026-04-22 01:04:27;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0270.txt;2026-04-22 01:04:35;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0271.txt;2026-04-22 01:04:37;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0272.txt;2026-04-22 01:04:39;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0272.txt;2026-04-22 01:04:39;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0273.txt;2026-04-22 01:04:47;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0274.txt;2026-04-22 01:04:55;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0275.txt;2026-04-22 01:04:57;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0279.txt;2026-04-22 01:05:17;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0282.txt;2026-04-22 01:05:29;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0285.txt;2026-04-22 01:05:41;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0285.txt;2026-04-22 01:05:41;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0286.txt;2026-04-22 01:05:44;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0287.txt;2026-04-22 01:05:51;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0287.txt;2026-04-22 01:05:51;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0289.txt;2026-04-22 01:05:56;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0290.txt;2026-04-22 01:06:03;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0292.txt;2026-04-22 01:06:13;STATUS inconsistente;Cancelado com data de pagamento;Médio
